ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
H5521|825|45940|48453|TX|Travis|0|1927297|H5521 - 825|H5521|825|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $50 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4946|H5521 - 825
H5521|826|45940|48453|TX|Travis|0|1930540|H5521 - 826|H5521|826|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $50 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4947|H5521 - 826
H5521|827|45940|48453|TX|Travis|0|1933783|H5521 - 827|H5521|827|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $50 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4948|H5521 - 827
H5521|828|45940|48453|TX|Travis|0|1937026|H5521 - 828|H5521|828|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $50 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4949|H5521 - 828
H5522|802|45940|48453|TX|Travis|0|1940697|H5522 - 802|H5522|802|Local CCP|Local PPO|No|No|Yes|HEALTHASSURANCE PENNSYLVANIA, INC.|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4959|H5522 - 802
H5522|803|45940|48453|TX|Travis|0|1943838|H5522 - 803|H5522|803|Local CCP|Local PPO|Yes|No|Yes|HEALTHASSURANCE PENNSYLVANIA, INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4960|H5522 - 803
H5525|809|45940|48453|TX|Travis|0|1948770|H5525 - 809|H5525|809|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4991|H5525 - 809
H5525|810|45940|48453|TX|Travis|0|1951849|H5525 - 810|H5525|810|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4992|H5525 - 810
H5525|812|45940|48453|TX|Travis|0|1954928|H5525 - 812|H5525|812|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4993|H5525 - 812
H5525|813|45940|48453|TX|Travis|0|1958007|H5525 - 813|H5525|813|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4994|H5525 - 813
H5525|816|45940|48453|TX|Travis|0|1961086|H5525 - 816|H5525|816|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4995|H5525 - 816
H5525|817|45940|48453|TX|Travis|0|1964165|H5525 - 817|H5525|817|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4996|H5525 - 817
H5525|818|45940|48453|TX|Travis|0|1967244|H5525 - 818|H5525|818|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4997|H5525 - 818
H5525|819|45940|48453|TX|Travis|0|1970323|H5525 - 819|H5525|819|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4998|H5525 - 819
H5525|820|45940|48453|TX|Travis|0|1973402|H5525 - 820|H5525|820|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4999|H5525 - 820
H5525|821|45940|48453|TX|Travis|0|1976481|H5525 - 821|H5525|821|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|5000|H5525 - 821
H5526|806|45940|48453|TX|Travis|0|1979742|H5526 - 806|H5526|806|Local CCP|Local PPO|No|No|Yes|Highmark Western and Northeastern New York Inc.|Highmark BCBS of WNY and Highmark BS of NENY|PPO Group (MA Only) CY (PPO)|Highmark Health|01/01/2006|5007|H5526 - 806
H5526|808|45940|48453|TX|Travis|0|1982883|H5526 - 808|H5526|808|Local CCP|Local PPO|Yes|No|Yes|Highmark Western and Northeastern New York Inc.|Highmark BCBS of WNY and Highmark BS of NENY|PPO Group (MA-PD) CY (PPO)|Highmark Health|01/01/2006|5008|H5526 - 808
H5528|807|45940|48453|TX|Travis|0|1986025|H5528 - 807|H5528|807|Local CCP|Local PPO|Yes|No|Yes|EMBLEMHEALTH PLAN, INC.|EmblemHealth Medicare PPO|EmblemHealth Group Access Rx (PPO)|EmblemHealth, Inc.|01/01/2006|5009|H5528 - 807
H5528|815|45940|48453|TX|Travis|0|1989244|H5528 - 815|H5528|815|Local CCP|Local PPO|No|No|Yes|EMBLEMHEALTH PLAN, INC.|EmblemHealth Medicare PPO|EmblemHealth Group Access Rx Carveout (PPO)|EmblemHealth, Inc.|01/01/2006|5010|H5528 - 815
H5533|801|45940|48453|TX|Travis|0|1992590|H5533 - 801|H5533|801|Local CCP|Local PPO|No|No|Yes|UPMC HEALTH NETWORK, INC.|UPMC for Life|UPMC Employer Group (PPO)|UPMC Health System|01/01/2006|5018|H5533 - 801
H5533|802|45940|48453|TX|Travis|0|1995833|H5533 - 802|H5533|802|Local CCP|Local PPO|Yes|No|Yes|UPMC HEALTH NETWORK, INC.|UPMC for Life|UPMC Employer Group Rx (PPO)|UPMC Health System|01/01/2006|5019|H5533 - 802
H5533|803|45940|48453|TX|Travis|0|1999076|H5533 - 803|H5533|803|Local CCP|Local PPO|Yes|No|Yes|UPMC HEALTH NETWORK, INC.|UPMC for Life|UPMC Employer Group Rx (PPO)|UPMC Health System|01/01/2006|5020|H5533 - 803
H5593|801|45940|48453|TX|Travis|0|2006351|H5593 - 801|H5593|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH OF IOWA INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|5086|H5593 - 801
H5593|802|45940|48453|TX|Travis|0|2009492|H5593 - 802|H5593|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH OF IOWA INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|5087|H5593 - 802
H5793|801|45940|48453|TX|Travis|0|2021040|H5793 - 801|H5793|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (CT)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2007|5267|H5793 - 801
H5793|802|45940|48453|TX|Travis|0|2024181|H5793 - 802|H5793|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (CT)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2007|5268|H5793 - 802
H5900|801|45940|48453|TX|Travis|0|2029512|H5900 - 801|H5900|801|Local CCP|Local PPO|Yes|No|Yes|WELLMARK ADVANTAGE HEALTH PLAN, INC.|Wellmark Advantage Health Plan|Blue Medicare Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2022|5323|H5900 - 801
H5900|802|45940|48453|TX|Travis|0|2032772|H5900 - 802|H5900|802|Local CCP|Local PPO|No|No|Yes|WELLMARK ADVANTAGE HEALTH PLAN, INC.|Wellmark Advantage Health Plan|Blue Medicare Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2022|5324|H5900 - 802
H5959|801|45940|48453|TX|Travis|0|2037522|H5959 - 801|H5959|801|Local CCP|Local PPO|Yes|No|Yes|BCBSM, Inc.|Blue Cross and Blue Shield of Minnesota|Group EGWP MAPD (PPO)|Aware Integrated, Inc.|01/01/2018|5372|H5959 - 801
H5959|807|45940|48453|TX|Travis|0|2040782|H5959 - 807|H5959|807|Local CCP|Local PPO|No|No|Yes|BCBSM, Inc.|Blue Cross and Blue Shield of Minnesota|Group EGWP Medical Only (PPO)|Aware Integrated, Inc.|01/01/2018|5373|H5959 - 807
H5970|801|45940|48453|TX|Travis|0|2041972|H5970 - 801|H5970|801|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY OF NEW YORK|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2010|5388|H5970 - 801
H6078|801|45940|48453|TX|Travis|0|2045772|H6078 - 801|H6078|801|Local CCP|Local PPO|Yes|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5426|H6078 - 801
H6078|802|45940|48453|TX|Travis|0|2049031|H6078 - 802|H6078|802|Local CCP|Local PPO|No|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5427|H6078 - 802
H6078|803|45940|48453|TX|Travis|0|2052290|H6078 - 803|H6078|803|Local CCP|Local PPO|Yes|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5428|H6078 - 803
H6078|804|45940|48453|TX|Travis|0|2055549|H6078 - 804|H6078|804|Local CCP|Local PPO|No|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5429|H6078 - 804
H6078|805|45940|48453|TX|Travis|0|2058808|H6078 - 805|H6078|805|Local CCP|Local PPO|Yes|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5430|H6078 - 805
H6078|806|45940|48453|TX|Travis|0|2062067|H6078 - 806|H6078|806|Local CCP|Local PPO|No|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5431|H6078 - 806
H6202|801|45940|48453|TX|Travis|0|2065894|H6202 - 801|H6202|801|Local CCP|Local PPO|Yes|No|Yes|NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY|NextBlue of North Dakota|NextBlue of North Dakota Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5450|H6202 - 801
H6202|802|45940|48453|TX|Travis|0|2069153|H6202 - 802|H6202|802|Local CCP|Local PPO|Yes|No|Yes|NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY|NextBlue of North Dakota|NextBlue of North Dakota Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5451|H6202 - 802
H6202|803|45940|48453|TX|Travis|0|2072412|H6202 - 803|H6202|803|Local CCP|Local PPO|Yes|No|Yes|NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY|NextBlue of North Dakota|NextBlue of North Dakota Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5452|H6202 - 803
H6202|804|45940|48453|TX|Travis|0|2075671|H6202 - 804|H6202|804|Local CCP|Local PPO|No|No|Yes|NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY|NextBlue of North Dakota|NextBlue of North Dakota Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5453|H6202 - 804
H6328|801|45940|48453|TX|Travis|0|2079561|H6328 - 801|H6328|801|Local CCP|Local PPO|Yes|No|Yes|CARE N' CARE INSURANCE COMPANY, INC.|Care N' Care Insurance Company|Care N' Care Choice CY - MAPD (PPO)|Texas Health Resources|01/01/2009|5479|H6328 - 801
H6328|802|45940|48453|TX|Travis|0|2082702|H6328 - 802|H6328|802|Local CCP|Local PPO|Yes|No|Yes|CARE N' CARE INSURANCE COMPANY, INC.|Care N' Care Insurance Company|Care N' Care Choice NCY - MAPD (PPO)|Texas Health Resources|01/01/2009|5480|H6328 - 802
H6328|803|45940|48453|TX|Travis|0|2085843|H6328 - 803|H6328|803|Local CCP|Local PPO|No|No|Yes|CARE N' CARE INSURANCE COMPANY, INC.|Care N' Care Insurance Company|Care N' Care Choice CY - MA-Only (PPO)|Texas Health Resources|01/01/2009|5481|H6328 - 803
H6328|804|45940|48453|TX|Travis|0|2088984|H6328 - 804|H6328|804|Local CCP|Local PPO|No|No|Yes|CARE N' CARE INSURANCE COMPANY, INC.|Care N' Care Insurance Company|Care N' Care Choice NCY - MA-Only (PPO)|Texas Health Resources|01/01/2009|5482|H6328 - 804
H6453|801|45940|48453|TX|Travis|0|2093244|H6453 - 801|H6453|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|HMO LOUISIANA, INC.|Blue Cross and Blue Shield of Louisiana HMO|Blue Advantage (HMO)|Louisiana Health Service & Indemnity Company|01/01/2016|5531|H6453 - 801
H6453|802|45940|48453|TX|Travis|0|2096503|H6453 - 802|H6453|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|HMO LOUISIANA, INC.|Blue Cross and Blue Shield of Louisiana HMO|Blue Advantage (HMO)|Louisiana Health Service & Indemnity Company|01/01/2016|5532|H6453 - 802
H6453|803|45940|48453|TX|Travis|0|2099762|H6453 - 803|H6453|803|Local CCP|HMO/HMOPOS|No|No|Yes|HMO LOUISIANA, INC.|Blue Cross and Blue Shield of Louisiana HMO|Blue Advantage (HMO)|Louisiana Health Service & Indemnity Company|01/01/2016|5533|H6453 - 803
H6502|801|45940|48453|TX|Travis|0|2103118|H6502 - 801|H6502|801|Local CCP|Local PPO|No|No|Yes|MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY|Blue Medicare Advantage|Blue Medicare Advantage Employer Group MA-CY (PPO)|Blue Cross and Blue Shield of Kansas City|01/01/2018|5538|H6502 - 801
H6502|802|45940|48453|TX|Travis|0|2106337|H6502 - 802|H6502|802|Local CCP|Local PPO|Yes|No|Yes|MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY|Blue Medicare Advantage|Blue Medicare Advantage Employer Group MAPD - CY (PPO)|Blue Cross and Blue Shield of Kansas City|01/01/2018|5539|H6502 - 802
H6502|803|45940|48453|TX|Travis|0|2109557|H6502 - 803|H6502|803|Local CCP|Local PPO|Yes|No|Yes|MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY|Blue Medicare Advantage|Blue Medicare Advantage Employer Group MAPD - BY (PPO)|Blue Cross and Blue Shield of Kansas City|01/01/2018|5540|H6502 - 803
H6723|801|45940|48453|TX|Travis|0|2118110|H6723 - 801|H6723|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|MEDICAL MUTUAL OF OHIO|Medical Mutual of Ohio|MedMutual Advantage EGWP (Calendar Year) (HMO)|MEDICAL MUTUAL OF OHIO|01/01/2016|5646|H6723 - 801
H6723|802|45940|48453|TX|Travis|0|2121369|H6723 - 802|H6723|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|MEDICAL MUTUAL OF OHIO|Medical Mutual of Ohio|MedMutual Advantage EGWP (Non-Calendar Year) (HMO)|MEDICAL MUTUAL OF OHIO|01/01/2016|5647|H6723 - 802
H6723|803|45940|48453|TX|Travis|0|2124628|H6723 - 803|H6723|803|Local CCP|HMO/HMOPOS|No|No|Yes|MEDICAL MUTUAL OF OHIO|Medical Mutual of Ohio|MedMutual Advantage EGWP (MA-Only) (HMO)|MEDICAL MUTUAL OF OHIO|01/01/2016|5648|H6723 - 803
H6898|801|45940|48453|TX|Travis|0|2128791|H6898 - 801|H6898|801|Local CCP|Local PPO|Yes|No|Yes|VERMONT BLUE ADVANTAGE, INC.|Vermont Blue Advantage|Vermont Blue Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5693|H6898 - 801
H6898|802|45940|48453|TX|Travis|0|2132050|H6898 - 802|H6898|802|Local CCP|Local PPO|Yes|No|Yes|VERMONT BLUE ADVANTAGE, INC.|Vermont Blue Advantage|Vermont Blue Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5694|H6898 - 802
H6898|803|45940|48453|TX|Travis|0|2135309|H6898 - 803|H6898|803|Local CCP|Local PPO|Yes|No|Yes|VERMONT BLUE ADVANTAGE, INC.|Vermont Blue Advantage|Vermont Blue Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5695|H6898 - 803
H6898|804|45940|48453|TX|Travis|0|2138568|H6898 - 804|H6898|804|Local CCP|Local PPO|No|No|Yes|VERMONT BLUE ADVANTAGE, INC.|Vermont Blue Advantage|Vermont Blue Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5696|H6898 - 804
H7063|801|45940|48453|TX|Travis|0|2142280|H7063 - 801|H7063|801|Local CCP|Local PPO|Yes|No|Yes|BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC.|Blue Cross and Blue Shield of Kansas|MAPD Group Plan Calendar Year (PPO)|Blue Cross Blue Shield of Kansas|01/01/2020|5738|H7063 - 801
H7063|802|45940|48453|TX|Travis|0|2145539|H7063 - 802|H7063|802|Local CCP|Local PPO|Yes|No|Yes|BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC.|Blue Cross and Blue Shield of Kansas|MAPD Group Plan Calendar Year (PPO)|Blue Cross Blue Shield of Kansas|01/01/2020|5739|H7063 - 802
H7149|801|45940|48453|TX|Travis|0|2149417|H7149 - 801|H7149|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (PA)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2008|5763|H7149 - 801
H7149|802|45940|48453|TX|Travis|0|2152558|H7149 - 802|H7149|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (PA)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2008|5764|H7149 - 802
H7165|805|45940|48453|TX|Travis|0|2155922|H7165 - 805|H7165|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA|Blue Cross Blue Shield of South Carolina|BlueCross MAPD Calendar Year (HMO)|BlueCross BlueShield of South Carolina (BCBSSC)|01/01/2018|5774|H7165 - 805
H7165|806|45940|48453|TX|Travis|0|2159063|H7165 - 806|H7165|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA|Blue Cross Blue Shield of South Carolina|BlueCross MAPD Non-Calendar Year (HMO)|BlueCross BlueShield of South Carolina (BCBSSC)|01/01/2018|5775|H7165 - 806
H7301|801|45940|48453|TX|Travis|0|2164585|H7301 - 801|H7301|801|Local CCP|Local PPO|Yes|No|Yes|COVENTRY HEALTH CARE OF ILLINOIS, INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2008|5820|H7301 - 801
H7301|803|45940|48453|TX|Travis|0|2167726|H7301 - 803|H7301|803|Local CCP|Local PPO|No|No|Yes|COVENTRY HEALTH CARE OF ILLINOIS, INC.|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2008|5821|H7301 - 803
H7379|801|45940|48453|TX|Travis|0|2171259|H7379 - 801|H7379|801|Local CCP|Local PPO|Yes|No|Yes|CAREFIRST ADVANTAGE PPO, INC.|CareFirst BlueCross BlueShield Medicare Advantage|CareFirst BlueCross BlueShield Group Advantage (PPO)|CareFirst, Inc.|01/01/2022|5846|H7379 - 801
H7379|802|45940|48453|TX|Travis|0|2174479|H7379 - 802|H7379|802|Local CCP|Local PPO|No|No|Yes|CAREFIRST ADVANTAGE PPO, INC.|CareFirst BlueCross BlueShield Medicare Advantage|CareFirst BlueCross BlueShield Group Advantage (PPO)|CareFirst, Inc.|01/01/2022|5847|H7379 - 802
H7379|803|45940|48453|TX|Travis|0|2177699|H7379 - 803|H7379|803|Local CCP|Local PPO|Yes|No|Yes|CAREFIRST ADVANTAGE PPO, INC.|CareFirst BlueCross BlueShield Medicare Advantage|CareFirst BlueCross BlueShield Group Advantage (PPO)|CareFirst, Inc.|01/01/2022|5848|H7379 - 803
H7379|804|45940|48453|TX|Travis|0|2180919|H7379 - 804|H7379|804|Local CCP|Local PPO|No|No|Yes|CAREFIRST ADVANTAGE PPO, INC.|CareFirst BlueCross BlueShield Medicare Advantage|CareFirst BlueCross BlueShield Group Advantage (PPO)|CareFirst, Inc.|01/01/2022|5849|H7379 - 804
H7617|802|45940|48453|TX|Travis|0|2187457|H7617 - 802|H7617|802|Local CCP|Local PPO|No|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5922|H7617 - 802
H7617|803|45940|48453|TX|Travis|0|2189289|H7617 - 803|H7617|803|Local CCP|Local PPO|Yes|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5923|H7617 - 803
H7617|804|45940|48453|TX|Travis|0|2191120|H7617 - 804|H7617|804|Local CCP|Local PPO|No|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5924|H7617 - 804
H7617|805|45940|48453|TX|Travis|0|2192951|H7617 - 805|H7617|805|Local CCP|Local PPO|Yes|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5925|H7617 - 805
H7617|806|45940|48453|TX|Travis|0|2194782|H7617 - 806|H7617|806|Local CCP|Local PPO|No|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5926|H7617 - 806
H7617|807|45940|48453|TX|Travis|0|2196613|H7617 - 807|H7617|807|Local CCP|Local PPO|Yes|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5927|H7617 - 807
H7617|808|45940|48453|TX|Travis|0|2198444|H7617 - 808|H7617|808|Local CCP|Local PPO|No|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5928|H7617 - 808
H7617|809|45940|48453|TX|Travis|0|2200275|H7617 - 809|H7617|809|Local CCP|Local PPO|Yes|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5929|H7617 - 809
H7617|810|45940|48453|TX|Travis|0|2202106|H7617 - 810|H7617|810|Local CCP|Local PPO|No|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5930|H7617 - 810
H7617|811|45940|48453|TX|Travis|0|2203937|H7617 - 811|H7617|811|Local CCP|Local PPO|Yes|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5931|H7617 - 811
H7617|812|45940|48453|TX|Travis|0|2205768|H7617 - 812|H7617|812|Local CCP|Local PPO|No|No|Yes|EMPHESYS INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2020|5932|H7617 - 812
H7728|801|45940|48453|TX|Travis|0|2209951|H7728 - 801|H7728|801|Local CCP|Local PPO|Yes|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5970|H7728 - 801
H7728|802|45940|48453|TX|Travis|0|2213210|H7728 - 802|H7728|802|Local CCP|Local PPO|No|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5971|H7728 - 802
H7728|803|45940|48453|TX|Travis|0|2216469|H7728 - 803|H7728|803|Local CCP|Local PPO|Yes|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5972|H7728 - 803
H7728|804|45940|48453|TX|Travis|0|2219728|H7728 - 804|H7728|804|Local CCP|Local PPO|Yes|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5973|H7728 - 804
H7728|805|45940|48453|TX|Travis|0|2222987|H7728 - 805|H7728|805|Local CCP|Local PPO|No|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5974|H7728 - 805
H7728|806|45940|48453|TX|Travis|0|2226246|H7728 - 806|H7728|806|Local CCP|Local PPO|Yes|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5975|H7728 - 806
H7728|807|45940|48453|TX|Travis|0|2229505|H7728 - 807|H7728|807|Local CCP|Local PPO|Yes|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5976|H7728 - 807
H7728|808|45940|48453|TX|Travis|0|2232764|H7728 - 808|H7728|808|Local CCP|Local PPO|No|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5977|H7728 - 808
H7728|809|45940|48453|TX|Travis|0|2236023|H7728 - 809|H7728|809|Local CCP|Local PPO|No|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5978|H7728 - 809
H7728|810|45940|48453|TX|Travis|0|2239282|H7728 - 810|H7728|810|Local CCP|Local PPO|Yes|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5979|H7728 - 810
H7728|811|45940|48453|TX|Travis|0|2242541|H7728 - 811|H7728|811|Local CCP|Local PPO|No|No|Yes|ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|01/01/2013|5980|H7728 - 811
