ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber|PlanID|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id
S5601|807|36170|39035|OH|Cuyahoga|4285|2871179|S5601 - 807|S5601|807|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7257|S5601 - 807
S8841|803|39140|42017|PA|Bucks|4285|3492177|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S4802|163|5500|06079|CA|San Luis Obispo|4283|2731968|S4802 - 163|S4802|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7063|S4802 - 163
S4802|137|22000|25001|MA|Barnstable|4281|2724442|S4802 - 137|S4802|137|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7037|S4802 - 137
S4802|137|22130|25021|MA|Norfolk|4267|2724452|S4802 - 137|S4802|137|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7037|S4802 - 137
S4802|146|10470|12095|FL|Orange|4264|2726452|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5601|197|45940|48453|TX|Travis|4263|2846802|S5601 - 197|S5601|197|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7237|S5601 - 197
S8841|810|23380|26077|MI|Kalamazoo|4250|3503871|S8841 - 810|S8841|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|MPSERS 2022 (PDP)|UnitedHealth Group, Inc.|01/01/2007|7943|S8841 - 810
H9572|801|23490|26099|MI|Macomb|4246|2481305|H9572 - 801|H9572|801|Local CCP|Local PPO|Yes|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer Rx CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6680|H9572 - 801
S4802|139|31160|34007|NJ|Camden|4243|2724731|S4802 - 139|S4802|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7039|S4802 - 139
S5921|348|7010|09003|CT|Hartford|4243|3320268|S5921 - 348|S5921|348|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7648|S5921 - 348
S4802|156|37710|40143|OK|Tulsa|4234|2730455|S4802 - 156|S4802|156|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7056|S4802 - 156
S5601|193|26940|29189|MO|St. Louis|4233|2845144|S5601 - 193|S5601|193|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7233|S5601 - 193
S5601|199|17860|20173|KS|Sedgwick|4230|2847328|S5601 - 199|S5601|199|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7239|S5601 - 199
S4802|145|11470|13121|GA|Fulton|4228|2726137|S4802 - 145|S4802|145|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7045|S4802 - 145
S5884|143|45910|48439|TX|Tarrant|4220|3279966|S5884 - 143|S5884|143|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7567|S5884 - 143
H9572|802|23690|26139|MI|Ottawa|4219|2484574|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
S5921|386|31310|34029|NJ|Ocean|4219|3331360|S5921 - 386|S5921|386|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7686|S5921 - 386
H2172|803|21160|24033|MD|Prince George's|4204|698604|H2172 - 803|H2172|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FDTN HLTH PLAN OF THE MID-ATLANTIC STATES|Kaiser Permanente|Kaiser Permanente Medicare Advantage Fed w/Part D (HMO)|Kaiser Foundation Health Plan, Inc.|01/01/2018|1774|H2172 - 803
S4802|158|16300|19061|IA|Dubuque|4196|2730907|S4802 - 158|S4802|158|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7058|S4802 - 158
S5921|376|5430|06065|CA|Riverside|4193|3329984|S5921 - 376|S5921|376|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7676|S5921 - 376
S5921|411|50160|53033|WA|King|4191|3337381|S5921 - 411|S5921|411|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7711|S5921 - 411
H5521|801|10350|12071|FL|Lee|4185|1866495|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5660|801|45550|48167|TX|Galveston|4183|2957905|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5774|814|40640|72127|PR|San Juan|4182|2017579|H5774 - 814|H5774|814|Local CCP|HMO/HMOPOS|Yes|No|Yes|TRIPLE S ADVANTAGE, INC.|Triple S Advantage|Employer BD 3 (HMO-POS)|Guidewell Mutual Holding Corporation|01/01/2006|5250|H5774 - 814
S5601|811|33420|36061|NY|New York|4178|2883657|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
S4802|146|10410|12083|FL|Marion|4177|2726445|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5601|197|45130|48029|TX|Bexar|4175|2846594|S5601 - 197|S5601|197|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7237|S5601 - 197
H2001|816|5400|06059|CA|Orange|4171|495233|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S5601|192|14570|17097|IL|Lake|4169|2844465|S5601 - 192|S5601|192|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7232|S5601 - 192
H5521|120|33800|36119|NY|Westchester|4168|1858996|H5521 - 120|H5521|120|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4781|H5521 - 120
S5921|348|7040|09009|CT|New Haven|4168|3320271|S5921 - 348|S5921|348|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7648|S5921 - 348
S4802|137|22150|25023|MA|Plymouth|4166|2724453|S4802 - 137|S4802|137|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7037|S4802 - 137
S5601|820|33420|36061|NY|New York|4157|2905872|S5601 - 820|S5601|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Rx offered by SilverScript - DC (PDP)|CVS Health Corporation|01/01/2006|7268|S5601 - 820
H1036|229|10550|12111|FL|St. Lucie|4153|231774|H1036 - 229|H1036|229|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-229 (HMO)|Humana Inc.|02/01/1986|937|H1036 - 229
H5521|801|7040|09009|CT|New Haven|4148|1866453|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|163|5520|06083|CA|Santa Barbara|4147|2731970|S4802 - 163|S4802|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7063|S4802 - 163
H0524|802|5530|06085|CA|Santa Clara|4143|97550|H0524 - 802|H0524|802|Local CCP|HMO/HMOPOS|No|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|332|H0524 - 802
S5660|806|52520|55105|WI|Rock|4142|2971126|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S5884|114|5600|06099|CA|Stanislaus|4136|3271574|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
H0524|809|5200|06037|CA|Los Angeles|4131|98130|H0524 - 809|H0524|809|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|FEHB Part AB with D (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|339|H0524 - 809
S5966|803|33020|36005|NY|Bronx|4131|3362054|S5966 - 803|S5966|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|EMBLEMHEALTH PLAN, INC|EmblemHealth Medicare PDP|EmblemHealth National Drug Plan (PDP)|EmblemHealth, Inc.|01/01/2006|7726|S5966 - 803
S4802|160|6290|08059|CO|Jefferson|4116|2731597|S4802 - 160|S4802|160|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7060|S4802 - 160
H1036|237|10050|12011|FL|Broward|4115|231991|H1036 - 237|H1036|237|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-237 (HMO)|Humana Inc.|02/01/1986|944|H1036 - 237
H2001|862|16060|19013|IA|Black Hawk|4113|637977|H2001 - 862|H2001|862|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1676|H2001 - 862
S4802|137|7040|09009|CT|New Haven|4111|2724404|S4802 - 137|S4802|137|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7037|S4802 - 137
S5921|367|45610|48201|TX|Harris|4108|3327325|S5921 - 367|S5921|367|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7667|S5921 - 367
H2001|847|6340|08069|CO|Larimer|4099|588575|H2001 - 847|H2001|847|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1661|H2001 - 847
S7694|801|5090|06019|CA|Fresno|4099|3435769|S7694 - 801|S7694|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ELIXIR INSURANCE COMPANY|Elixir Insurance|Employer Plan Calendar Year (PDP)|Rite Aid Corporation|01/01/2007|7916|S7694 - 801
S5884|176|50160|53033|WA|King|4098|3290590|S5884 - 176|S5884|176|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7600|S5884 - 176
S4802|149|36490|39095|OH|Lucas|4097|2727689|S4802 - 149|S4802|149|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7049|S4802 - 149
H5521|801|36790|39155|OH|Trumbull|4096|1868261|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|137|22020|25005|MA|Bristol|4096|2724444|S4802 - 137|S4802|137|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7037|S4802 - 137
S5921|348|22020|25005|MA|Bristol|4095|3320386|S5921 - 348|S5921|348|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7648|S5921 - 348
S5601|177|7000|09001|CT|Fairfield|4092|2838736|S5601 - 177|S5601|177|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7217|S5601 - 177
H2001|817|52120|55025|WI|Dane|4089|501347|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
S5884|183|31310|34029|NJ|Ocean|4080|3291363|S5884 - 183|S5884|183|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7607|S5884 - 183
S9701|808|46240|49049|UT|Utah|4072|3549633|S9701 - 808|S9701|808|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|DEAN HEALTH INSURANCE, INC.|Navitus MedicareRx|Navitus MedicareRx (PDP)|Medica Holding Company|01/01/2015|7957|S9701 - 808
S5601|180|21150|24031|MD|Montgomery|4071|2839381|S5601 - 180|S5601|180|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7220|S5601 - 180
H5521|801|49290|51059|VA|Fairfax|4070|1868989|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H4882|801|24610|27123|MN|Ramsey|4069|1656348|H4882 - 801|H4882|801|Local CCP|Local PPO|Yes|No|Yes|HEALTHPARTNERS, INC.|HealthPartners|HealthPartners Group MAPD Calendar Year (PPO)|HealthPartners, Inc.|01/01/2018|3930|H4882 - 801
H5216|805|23320|26065|MI|Ingham|4065|1782773|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
S5601|811|33600|36083|NY|Rensselaer|4064|2883668|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
S5601|179|31100|34003|NJ|Bergen|4063|2839217|S5601 - 179|S5601|179|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7219|S5601 - 179
S5921|413|5430|06065|CA|Riverside|4058|3337537|S5921 - 413|S5921|413|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7713|S5921 - 413
S5921|413|5470|06073|CA|San Diego|4058|3337541|S5921 - 413|S5921|413|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7713|S5921 - 413
S5921|349|31270|34023|NJ|Middlesex|4056|3320740|S5921 - 349|S5921|349|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7649|S5921 - 349
H1019|120|10410|12083|FL|Marion|4046|228317|H1019 - 120|H1019|120|Local CCP|HMO/HMOPOS|Yes|No|No|CAREPLUS HEALTH PLANS, INC.|CarePlus Health Plans, Inc.|CareFree (HMO)|Humana Inc.|02/01/1998|827|H1019 - 120
S5601|179|31310|34029|NJ|Ocean|4042|2839230|S5601 - 179|S5601|179|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7219|S5601 - 179
S2893|801|22070|25013|MA|Hampden|4033|2576064|S2893 - 801|S2893|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT|Blue MedicareRx|Blue MedicareRx (PDP)|Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT|01/01/2006|6951|S2893 - 801
S4802|155|45970|48491|TX|Williamson|4032|2730298|S4802 - 155|S4802|155|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7055|S4802 - 155
H2001|817|33400|36059|NY|Nassau|4022|500145|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
S4802|155|45801|48339|TX|Montgomery|4021|2730222|S4802 - 155|S4802|155|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7055|S4802 - 155
S4802|141|39620|42101|PA|Philadelphia|4020|2725042|S4802 - 141|S4802|141|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7041|S4802 - 141
S5921|348|22170|25027|MA|Worcester|4019|3320397|S5921 - 348|S5921|348|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7648|S5921 - 348
S5660|801|31270|34023|NJ|Middlesex|4017|2957083|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
S5660|801|3060|04013|AZ|Maricopa|4015|2955400|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H2001|817|45631|48209|TX|Hays|4010|500915|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
H2001|816|14680|17119|IL|Madison|4008|495672|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S5884|190|10510|12103|FL|Pinellas|4007|3293266|S5884 - 190|S5884|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7614|S5884 - 190
H5216|805|34670|37135|NC|Orange|4004|1783422|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H3916|802|39010|42003|PA|Allegheny|4000|1314574|H3916 - 802|H3916|802|Local CCP|Local PPO|Yes|No|Yes|HIGHMARK SENIOR HEALTH COMPANY|Highmark Inc.|Freedom Blue PPO MAPD PA CALENDAR (PPO)|Highmark Health|05/01/2003|3233|H3916 - 802
S4802|146|10340|12069|FL|Lake|4000|2726438|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5617|108|45910|48439|TX|Tarrant|4000|2920318|S5617 - 108|S5617|108|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7282|S5617 - 108
